1372638161620000423	2013-07-01 00:22:41	41.151303	-8.609706
1372638161620000423	2013-07-01 00:22:56	41.151474	-8.609562
1372638161620000423	2013-07-01 00:23:11	41.152509	-8.610021
1372638161620000423	2013-07-01 00:23:26	41.153409	-8.609769
1372638161620000423	2013-07-01 00:23:41	41.153535	-8.609355
1372638161620000423	2013-07-01 00:23:56	41.153688	-8.610732
1372638161620000423	2013-07-01 00:24:11	41.154345	-8.611893
1372638161620000423	2013-07-01 00:24:26	41.155164	-8.612784
1372638161620000423	2013-07-01 00:24:41	41.155425	-8.614989
1372638161620000423	2013-07-01 00:24:56	41.155704	-8.61813
1372638161620000423	2013-07-01 00:25:11	41.156478	-8.619606
1372638161620000423	2013-07-01 00:25:26	41.157954	-8.619777
1372638161620000423	2013-07-01 00:25:41	41.159412	-8.620497
1372638161620000423	2013-07-01 00:25:56	41.160357	-8.621163
1372638161620000423	2013-07-01 00:26:11	41.16114	-8.621064
1372638156620000451	2013-07-01 00:22:36	41.151294	-8.609634
1372638156620000451	2013-07-01 00:22:51	41.151456	-8.609535
1372638156620000451	2013-07-01 00:23:06	41.151798	-8.60994
1372638156620000451	2013-07-01 00:23:21	41.151789	-8.60994
1372638156620000451	2013-07-01 00:23:36	41.151636	-8.610309
1372638156620000451	2013-07-01 00:23:51	41.150502	-8.610858
1372638156620000451	2013-07-01 00:24:06	41.15052	-8.610903
1372638156620000451	2013-07-01 00:24:21	41.150106	-8.611092
1372638156620000451	2013-07-01 00:24:36	41.14863	-8.611227
1372638156620000451	2013-07-01 00:24:51	41.147919	-8.611875
1372638156620000451	2013-07-01 00:25:06	41.148018	-8.611947
1372638156620000451	2013-07-01 00:25:21	41.148135	-8.612541
1372638156620000451	2013-07-01 00:25:36	41.147622	-8.621865
1372638156620000451	2013-07-01 00:25:51	41.148567	-8.624997
1372638156620000451	2013-07-01 00:26:06	41.150628	-8.625915
1372638156620000451	2013-07-01 00:26:21	41.152176	-8.626041
1372638156620000451	2013-07-01 00:26:36	41.152599	-8.626194
1372638156620000451	2013-07-01 00:26:51	41.152446	-8.626968
1372638156620000451	2013-07-01 00:27:06	41.152068	-8.627121
1372638156620000451	2013-07-01 00:27:21	41.152059	-8.627121
1372638156620000451	2013-07-01 00:27:36	41.152059	-8.627121
1372638156620000451	2013-07-01 00:27:51	41.152059	-8.627139
